ID_unique,POINT_X,POINT_Y,LandPrice,Available Grid intake(Feed-in)(MW),Grid_supply,Possible Location feed-in to Grid(MW),Actual required at location(MW),Congestion(MW),Feed_in_congestion(MW),Probability
1520,161470.9774,383457.1374,245.1629944,109,111,128.9965795,121.8170066,11,20,0.606808066
1522,163465.6439,381546.0522,471.4156494,190,207,290.6023465,197.6820818,-9,101,0.809285522
1523,161150.2429,382902.22,382.2487183,64,77,137.9110689,110.1706551,33,74,0.718544006
1525,158421.9726,383727.5661,239.2402039,64,77,137.9110689,110.1706551,33,74,0.523583949
1527,160086.2096,382813.7636,517.4675903,64,77,137.9110689,110.1706551,33,74,0.734366894
1528,160776.1255,382719.3497,435.7900085,64,77,137.9110689,110.1706551,33,74,0.867097676
1529,159959.7104,384860.0637,190.1808777,109,111,128.9965795,121.8170066,11,20,0.710212946
1530,162082.7391,387031.105,301.7290039,190,207,290.6023465,197.6820818,-9,101,0.53437531
1531,163244.4823,381697.9899,341.0126648,190,207,290.6023465,197.6820818,-9,101,0.83867383
1534,162301.9706,388153.0815,426.3966675,190,207,290.6023465,197.6820818,-9,101,0.553812504
1535,164152.3134,383414.1966,292.1965332,190,207,290.6023465,197.6820818,-9,101,0.524291277
1538,163702.8704,382793.8442,279.5143738,190,207,290.6023465,197.6820818,-9,101,0.67623204
1539,161540.2497,385218.6875,366.387146,190,207,290.6023465,197.6820818,-9,101,0.583685756
1540,159629.6719,382996.987,323.5237732,64,77,137.9110689,110.1706551,33,74,0.614156663
1547,159860.1387,383381.4112,389.3999939,64,77,137.9110689,110.1706551,33,74,0.768848956
1552,159784.8713,384222.9162,356.2399902,109,111,128.9965795,121.8170066,11,20,0.657802343
1555,158607.9377,383039.8636,386.4798584,64,77,137.9110689,110.1706551,33,74,0.593125701
1557,162435.9704,387635.4361,296.0096741,190,207,290.6023465,197.6820818,-9,101,0.674409866
1559,162256.3046,387995.4806,386.0078735,190,207,290.6023465,197.6820818,-9,101,0.612972438
1561,159272.0492,381933.4262,358.0143127,64,77,137.9110689,110.1706551,33,74,0.509270012
1563,162330.7783,383557.6014,750.0100098,190,207,290.6023465,197.6820818,-9,101,0.73427093
1564,161588.5358,386358.4756,435.5162964,190,207,290.6023465,197.6820818,-9,101,0.535619974
1565,158868.032,383018.7536,346.1925354,64,77,137.9110689,110.1706551,33,74,0.567724884
1568,159597.7754,381394.4938,323.7496643,64,77,137.9110689,110.1706551,33,74,0.649405003
1570,159375.5981,383203.1033,337.7797241,64,77,137.9110689,110.1706551,33,74,0.674030483
1571,161981.7122,386108.1384,271.4274292,190,207,290.6023465,197.6820818,-9,101,0.583944738
1573,163653.1923,381465.4526,519.7403564,190,207,290.6023465,197.6820818,-9,101,0.688411593
1574,161637.6747,384011.2746,380.4389648,190,207,290.6023465,197.6820818,-9,101,0.520430446
1576,161826.0333,387800.0389,496.680481,190,207,290.6023465,197.6820818,-9,101,0.599230766
1579,161194.8447,384949.8115,315.5001526,109,111,128.9965795,121.8170066,11,20,0.57635355
1580,159427.6567,388035.6279,403.693512,109,111,128.9965795,121.8170066,11,20,0.527894735
1584,160177.1474,381752.9154,310.8392334,64,77,137.9110689,110.1706551,33,74,0.689523518
1587,160487.0247,382927.7721,489.1600037,64,77,137.9110689,110.1706551,33,74,0.834056139
1588,163308.1079,383113.7574,323.5499878,190,207,290.6023465,197.6820818,-9,101,0.786735535
1591,161712.4416,386897.7846,362.75,109,111,128.9965795,121.8170066,11,20,0.509229124
1596,162287.1021,382673.582,335.1600037,190,207,290.6023465,197.6820818,-9,101,0.743046105
1599,159924.523,383290.8145,327.3599854,64,77,137.9110689,110.1706551,33,74,0.773589909
1600,160329.582,382901.3625,360.8544922,64,77,137.9110689,110.1706551,33,74,0.824612916
1602,159847.8653,382827.3451,678.0315552,64,77,137.9110689,110.1706551,33,74,0.605385363
1603,162068.2107,388072.8957,379.7025757,190,207,290.6023465,197.6820818,-9,101,0.527160466
1608,158543.3568,384313.4277,488.7180481,64,77,137.9110689,110.1706551,33,74,0.520895123
1609,163179.6289,383900.5781,396.2624207,190,207,290.6023465,197.6820818,-9,101,0.694220066
1613,159991.6578,383723.8913,450.8800354,64,77,137.9110689,110.1706551,33,74,0.692763031
1614,161512.2435,381822.9507,688.8988037,190,207,290.6023465,197.6820818,-9,101,0.707023263
1616,159700.7869,385495.3193,491.2000122,109,111,128.9965795,121.8170066,11,20,0.688794613
1617,159443.419,385132.1161,183.1586456,109,111,128.9965795,121.8170066,11,20,0.640605867
1621,162089.2873,385359.9553,460.0628052,190,207,290.6023465,197.6820818,-9,101,0.593940437
1627,163200.7088,382021.958,320.7938538,190,207,290.6023465,197.6820818,-9,101,0.78033483
1628,160055.4613,384713.7534,330.165741,109,111,128.9965795,121.8170066,11,20,0.720616639
1630,160293.143,386598.3808,458.9998169,109,111,128.9965795,121.8170066,11,20,0.581195951
1634,159670.2907,382343.6643,248.486969,64,77,137.9110689,110.1706551,33,74,0.504404843
1645,162590.8711,382976.0915,381.6206665,190,207,290.6023465,197.6820818,-9,101,0.726976693
1648,159501.4633,383602.1002,345.7999878,64,77,137.9110689,110.1706551,33,74,0.723648369
1650,160341.8717,387301.7756,297.0279236,109,111,128.9965795,121.8170066,11,20,0.566186309
1656,159895.8534,388126.5095,366.3316345,190,207,290.6023465,197.6820818,-9,101,0.537270129
1657,160538.2635,385189.8171,334.8888855,109,111,128.9965795,121.8170066,11,20,0.747017145
1661,160093.7172,386441.4681,502.3412476,109,111,128.9965795,121.8170066,11,20,0.537370741
1666,161910.0405,385506.2625,267.8736877,190,207,290.6023465,197.6820818,-9,101,0.667312682
1668,160451.6445,387002.443,318.2463379,109,111,128.9965795,121.8170066,11,20,0.584638476
1669,161629.5422,385135.806,339.1319275,190,207,290.6023465,197.6820818,-9,101,0.563354373
1671,161328.6593,386794.4201,263.2096252,109,111,128.9965795,121.8170066,11,20,0.55659163
1672,160159.5444,383640.9043,380.1700134,64,77,137.9110689,110.1706551,33,74,0.718801975
1676,160647.0123,384883.3936,309.3107605,109,111,128.9965795,121.8170066,11,20,0.70965308
1677,157486.5106,383528.4089,443.2109375,64,77,137.9110689,110.1706551,33,74,0.562843263
1679,161341.463,382014.9007,882.0216064,190,207,290.6023465,197.6820818,-9,101,0.743788958
1680,160305.1315,387985.1147,379.480011,190,207,290.6023465,197.6820818,-9,101,0.527368248
1681,160220.3644,387898.494,325.2669373,190,207,290.6023465,197.6820818,-9,101,0.530716658
1682,160971.0216,384841.1321,266.2399902,109,111,128.9965795,121.8170066,11,20,0.611935675
1683,163875.4643,382892.7122,239.1347046,190,207,290.6023465,197.6820818,-9,101,0.632824659
1687,157853.6963,381200.9062,215.7288666,64,77,137.9110689,110.1706551,33,74,0.545208931
1694,163758.7253,381530.2908,841.3815918,190,207,290.6023465,197.6820818,-9,101,0.629356682
1696,160988.3093,383083.8906,377.2398376,64,77,137.9110689,110.1706551,33,74,0.789231837
1700,160524.6612,387278.496,329.2399902,109,111,128.9965795,121.8170066,11,20,0.588348389
1702,161071.97,386063.2676,227.2480011,109,111,128.9965795,121.8170066,11,20,0.528690338
1709,161202.8811,383768.2315,294.9817505,190,207,290.6023465,197.6820818,-9,101,0.639237285
1717,161039.2306,387674.2894,391.6498413,190,207,290.6023465,197.6820818,-9,101,0.517519593
1719,162633.2805,381594.8634,289.8027649,190,207,290.6023465,197.6820818,-9,101,0.858168364
1728,164117.7144,383679.8942,336.9895325,190,207,290.6023465,197.6820818,-9,101,0.523079693
1730,160347.5273,387551.8616,339,190,207,290.6023465,197.6820818,-9,101,0.541041493
1739,159251.2004,384331.485,304.4252625,64,77,137.9110689,110.1706551,33,74,0.611651182
1745,159178.5404,383158.1809,324.8561401,64,77,137.9110689,110.1706551,33,74,0.655076265
1746,163425.6492,383095.8342,323.2550354,190,207,290.6023465,197.6820818,-9,101,0.768742383
1749,164185.3412,384058.6966,303.0130005,190,207,290.6023465,197.6820818,-9,101,0.572645605
1752,161387.2483,385742.5951,302.2019348,190,207,290.6023465,197.6820818,-9,101,0.62984246
1755,163649.3275,381333.2132,479.2757263,190,207,290.6023465,197.6820818,-9,101,0.669203699
1757,161361.5026,386962.284,401.536377,190,207,290.6023465,197.6820818,-9,101,0.574020982
1761,160467.8675,387923.0075,309.9400024,190,207,290.6023465,197.6820818,-9,101,0.503655732
1762,158548.1706,381729.5501,426.9547119,64,77,137.9110689,110.1706551,33,74,0.557745814
1773,162397.4738,388090.3036,359.2000122,190,207,290.6023465,197.6820818,-9,101,0.570666552
1774,163561.6121,384399.462,658.847229,190,207,290.6023465,197.6820818,-9,101,0.527453959
1775,158767.1323,381885.8101,421.6739502,64,77,137.9110689,110.1706551,33,74,0.511559725
1776,161114.592,381862.1923,682.4150391,64,77,137.9110689,110.1706551,33,74,0.691463649
1777,163949.9471,381607.3751,898.2272949,190,207,290.6023465,197.6820818,-9,101,0.514446676
1778,162488.4476,382563.9299,470.0183411,190,207,290.6023465,197.6820818,-9,101,0.720587373
1779,162057.0835,387187.1773,295.9966736,190,207,290.6023465,197.6820818,-9,101,0.563762605
1782,162252.2124,381627.908,341.6964722,190,207,290.6023465,197.6820818,-9,101,0.839326262
1785,159594.655,387877.6984,465.0499878,109,111,128.9965795,121.8170066,11,20,0.531564534
1786,160107.3283,384834.2293,272.4424133,109,111,128.9965795,121.8170066,11,20,0.736191988
1789,158555.0743,383787.9544,264.1076965,64,77,137.9110689,110.1706551,33,74,0.510108531
1790,160134.5147,387167.5834,235.6354675,109,111,128.9965795,121.8170066,11,20,0.536886036
1793,160733.5175,384529.5468,360.764801,109,111,128.9965795,121.8170066,11,20,0.670767963
1794,161242.6327,381564.8123,700.6913452,190,207,290.6023465,197.6820818,-9,101,0.646703124
1799,158767.0617,382762.2374,387.4996643,64,77,137.9110689,110.1706551,33,74,0.541546047
1800,159879.3622,385603.1575,328.6000061,109,111,128.9965795,121.8170066,11,20,0.717524052
1804,157912.0612,383537.4373,297.0028687,64,77,137.9110689,110.1706551,33,74,0.58476001
1805,158684.9863,381113.9009,270.5200806,64,77,137.9110689,110.1706551,33,74,0.654716969
1806,159088.4914,385307.8133,694.1657104,109,111,128.9965795,121.8170066,11,20,0.534071326
1807,162555.8398,381904.2055,381.9715576,190,207,290.6023465,197.6820818,-9,101,0.804786861
1814,161222.2031,383497.3923,393.3456726,109,111,128.9965795,121.8170066,11,20,0.682985067
1815,161716.2791,383597.5723,371.9848938,190,207,290.6023465,197.6820818,-9,101,0.592315197
1819,161061.2643,385933.3143,308.6400146,109,111,128.9965795,121.8170066,11,20,0.561039805
1821,163324.3132,381877.0517,454.7200623,190,207,290.6023465,197.6820818,-9,101,0.79177171
1824,162243.7502,383312.7553,491.1141968,190,207,290.6023465,197.6820818,-9,101,0.737623751
1827,158111.1762,381175.4015,296.7364807,64,77,137.9110689,110.1706551,33,74,0.605112016
1830,161401.1538,382707.6353,715.5472412,64,77,137.9110689,110.1706551,33,74,0.704845726
1838,162744.9761,382368.6488,493.5303345,190,207,290.6023465,197.6820818,-9,101,0.682583332
1839,158599.0481,381222.7487,355.7999878,64,77,137.9110689,110.1706551,33,74,0.67328459
1841,160385.1995,382112.7379,244.6000061,64,77,137.9110689,110.1706551,33,74,0.701014578
1849,163349.6174,383410.728,345.1730347,190,207,290.6023465,197.6820818,-9,101,0.754636109
1850,163264.2258,382565.7136,345.4696655,190,207,290.6023465,197.6820818,-9,101,0.755806267
1857,163405.053,382431.3569,409.6733093,190,207,290.6023465,197.6820818,-9,101,0.759237945
1859,159895.3843,385818.6493,394.0499878,109,111,128.9965795,121.8170066,11,20,0.649304867
1863,157290.1736,383142.7066,434.9896545,64,77,137.9110689,110.1706551,33,74,0.540734351
1865,162193.9929,383441.6589,757.6867065,190,207,290.6023465,197.6820818,-9,101,0.72839582
1872,160794.265,384999.2224,189.7158356,109,111,128.9965795,121.8170066,11,20,0.672185779
1879,160885.5611,384045.4108,128.6212921,190,207,290.6023465,197.6820818,-9,101,0.730086625
1883,161386.9951,387300.0471,301,190,207,290.6023465,197.6820818,-9,101,0.587275982
1889,159618.5514,381135.3546,264.6409912,64,77,137.9110689,110.1706551,33,74,0.622721732
1890,162409.2928,382415.4803,566.3599854,190,207,290.6023465,197.6820818,-9,101,0.751409471
1892,159304.2596,383559.4082,218.8735809,64,77,137.9110689,110.1706551,33,74,0.676168382
1899,161662.9235,385501.3638,241.506897,190,207,290.6023465,197.6820818,-9,101,0.665521324
1900,163413.8181,380895.6505,682.397583,190,207,290.6023465,197.6820818,-9,101,0.574163616
1906,161500.5144,382923.1592,472.6276245,109,111,128.9965795,121.8170066,11,20,0.682157755
1908,161251.7715,381255.6699,467.573822,64,77,137.9110689,110.1706551,33,74,0.568270624
1909,162432.9954,385750.6736,805.881958,190,207,290.6023465,197.6820818,-9,101,0.504558861
1911,161065.177,382617.5572,499.1600037,64,77,137.9110689,110.1706551,33,74,0.829598963
1915,161790.2051,385794.9854,246.7501678,190,207,290.6023465,197.6820818,-9,101,0.647817969
1916,160097.3866,388339.4271,489.310791,109,111,128.9965795,121.8170066,11,20,0.502314687
1919,162567.6728,387954.0869,222.3094025,190,207,290.6023465,197.6820818,-9,101,0.590552688
1920,161431.0317,384881.0591,252.6997528,190,207,290.6023465,197.6820818,-9,101,0.518377125
1921,160747.9798,386569.0725,261.2521362,109,111,128.9965795,121.8170066,11,20,0.59068805
1924,157066.3276,383501.3987,412.5029297,64,77,137.9110689,110.1706551,33,74,0.559680402
1930,161831.7096,382687.0727,322.6051331,190,207,290.6023465,197.6820818,-9,101,0.695965946
1931,161905.3769,383655.6843,564.3201294,190,207,290.6023465,197.6820818,-9,101,0.58378768
1940,163500.4837,382377.1433,422.3231506,190,207,290.6023465,197.6820818,-9,101,0.71821034
1945,159870.9187,381367.3593,304.2000122,64,77,137.9110689,110.1706551,33,74,0.693726718
1947,159603.5285,383639.2951,485.0869751,64,77,137.9110689,110.1706551,33,74,0.748257935
1949,162161.2262,387866.102,302.7999878,190,207,290.6023465,197.6820818,-9,101,0.640413702
1951,160625.4303,387089.878,310.7999878,109,111,128.9965795,121.8170066,11,20,0.553688645
1955,160337.5774,384759.9512,308.6400146,109,111,128.9965795,121.8170066,11,20,0.748249888
1958,162403.2445,387793.7959,317,190,207,290.6023465,197.6820818,-9,101,0.659989476
1965,159646.6137,385100.8941,253.9996338,109,111,128.9965795,121.8170066,11,20,0.672289133
1967,161708.8104,382683.894,433.8800049,190,207,290.6023465,197.6820818,-9,101,0.699324131
1970,159217.7776,385510.2623,601.1925659,109,111,128.9965795,121.8170066,11,20,0.524722159
1971,160927.9133,384600.2993,261.4992371,109,111,128.9965795,121.8170066,11,20,0.61700356
1977,160954.4991,382525.2858,545.5827637,64,77,137.9110689,110.1706551,33,74,0.833008528
1978,159665.5653,381237.0692,330.4205322,64,77,137.9110689,110.1706551,33,74,0.641489267
1981,160015.7228,381601.8402,329.3500061,64,77,137.9110689,110.1706551,33,74,0.685946524
1983,163037.9439,382549.2898,322.3152466,190,207,290.6023465,197.6820818,-9,101,0.727550566
1987,160944.8347,383215.825,428.3900452,64,77,137.9110689,110.1706551,33,74,0.740908146
1988,162521.0108,382209.3199,374.7200012,190,207,290.6023465,197.6820818,-9,101,0.763031185
1990,161557.9473,381248.4911,675.0734863,190,207,290.6023465,197.6820818,-9,101,0.568242788
1992,161223.2409,385711.8642,278.777771,190,207,290.6023465,197.6820818,-9,101,0.600194156
1993,160807.883,383392.0856,244.3531494,0,0,0,0,0,0,0.790002048
2004,161988.8994,382972.8375,442.9200134,190,207,290.6023465,197.6820818,-9,101,0.685235143
2005,159205.0766,385267.0388,630.9402466,109,111,128.9965795,121.8170066,11,20,0.566429079
2006,164118.7063,383558.2301,312.3544617,190,207,290.6023465,197.6820818,-9,101,0.535968006
2010,160988.5166,386150.1502,268.3548279,109,111,128.9965795,121.8170066,11,20,0.525503337
2011,160403.8426,383955.4969,327.3092346,109,111,128.9965795,121.8170066,11,20,0.725758255
2016,161091.6447,384515.159,219.5,109,111,128.9965795,121.8170066,11,20,0.591415524
2020,160055.9536,383246.5414,392.5574951,64,77,137.9110689,110.1706551,33,74,0.768613458
2021,163795.94,384422.9936,547.7064819,190,207,290.6023465,197.6820818,-9,101,0.53193152
2025,160904.4098,383313.1812,454.519989,109,111,128.9965795,121.8170066,11,20,0.741344035
2029,162089.9961,381455.0303,415.088501,190,207,290.6023465,197.6820818,-9,101,0.713800728
2031,161227.2104,384545.3645,260.2442322,109,111,128.9965795,121.8170066,11,20,0.540476561
2032,160086.4901,385211.7304,396.3200073,109,111,128.9965795,121.8170066,11,20,0.773691654
2034,159800.8936,384925.3267,188.1999969,109,111,128.9965795,121.8170066,11,20,0.689353049
2037,159959.7831,382973.9379,776.5895996,64,77,137.9110689,110.1706551,33,74,0.721650362
2041,159820.7156,383044.5477,535.9123535,64,77,137.9110689,110.1706551,33,74,0.706210911
2042,161644.6111,383026.224,502.3686218,109,111,128.9965795,121.8170066,11,20,0.656865478
2045,160384.7808,386416.0982,582.6051025,109,111,128.9965795,121.8170066,11,20,0.547349572
2049,160758.6311,384748.1551,312.4057922,109,111,128.9965795,121.8170066,11,20,0.670786142
2051,164201.6056,383907.9231,321.7000122,190,207,290.6023465,197.6820818,-9,101,0.523199677
2052,158593.3071,384572.3888,732.5247803,64,77,137.9110689,110.1706551,33,74,0.543759942
2054,160513.7488,385667.3549,302.1000061,109,111,128.9965795,121.8170066,11,20,0.729051054
2055,162390.2189,381447.36,412.0552368,190,207,290.6023465,197.6820818,-9,101,0.766179085
2061,159194.9876,384798.1343,534.4634399,109,111,128.9965795,121.8170066,11,20,0.584620595
2063,162306.3808,387828.0537,346.2399902,190,207,290.6023465,197.6820818,-9,101,0.660880208
2064,162227.6199,382453.6596,476.7250366,190,207,290.6023465,197.6820818,-9,101,0.753720284
2070,160140.0015,382959.5783,484.7495117,64,77,137.9110689,110.1706551,33,74,0.787019551
2072,161144.1368,384388.5681,296.1781616,109,111,128.9965795,121.8170066,11,20,0.598051906
2075,161825.9815,382415.8537,325.1000061,190,207,290.6023465,197.6820818,-9,101,0.771939337
2078,158980.9394,383735.8844,283.0790405,64,77,137.9110689,110.1706551,33,74,0.554694593
2079,162599.6928,380972.5233,351.5007019,190,207,290.6023465,197.6820818,-9,101,0.639498115
2082,158343.4048,381280.7292,316.1842346,64,77,137.9110689,110.1706551,33,74,0.668444753
2083,161313.5562,381866.9308,869.1079102,190,207,290.6023465,197.6820818,-9,101,0.716902912
2084,159860.0208,387480.5462,347.8899536,109,111,128.9965795,121.8170066,11,20,0.521837234
2089,160041.3387,381345.3538,250,64,77,137.9110689,110.1706551,33,74,0.679918051
2093,162106.0664,385730.6764,333.8800049,190,207,290.6023465,197.6820818,-9,101,0.636354089
2094,160429.5244,383339.9845,390.1779785,64,77,137.9110689,110.1706551,33,74,0.801847517
2097,159497.5696,388143.2179,408.5664673,109,111,128.9965795,121.8170066,11,20,0.507554412
2098,159663.0817,383235.514,287.7683411,64,77,137.9110689,110.1706551,33,74,0.732380986
2099,161565.8341,382264.4796,1237.200317,190,207,290.6023465,197.6820818,-9,101,0.795622051
2100,160808.1477,381753.3507,545.1146851,64,77,137.9110689,110.1706551,33,74,0.678590477
2101,158383.9751,381664.5171,432.4353638,64,77,137.9110689,110.1706551,33,74,0.576251745
2103,157989.443,383266.591,376.5263367,64,77,137.9110689,110.1706551,33,74,0.555469275
2105,160050.2831,385988.7489,289.3678589,109,111,128.9965795,121.8170066,11,20,0.620827138
2108,162999.4475,380713.0771,495.2799988,190,207,290.6023465,197.6820818,-9,101,0.52194649
2112,163110.7515,381694.4384,325,190,207,290.6023465,197.6820818,-9,101,0.830770135
2116,163198.0761,381545.8334,309.5212402,190,207,290.6023465,197.6820818,-9,101,0.841509223
2117,162487.5432,387430.2369,320.480011,190,207,290.6023465,197.6820818,-9,101,0.640317202
2133,160659.699,386962.4475,282.2701111,109,111,128.9965795,121.8170066,11,20,0.579478085
2134,161092.2581,385486.2319,275.2999878,109,111,128.9965795,121.8170066,11,20,0.694765985
2136,161122.3305,386920.527,415.7999878,190,207,290.6023465,197.6820818,-9,101,0.551665008
2137,162839.9862,382212.1185,381.1292419,190,207,290.6023465,197.6820818,-9,101,0.727089882
2140,162776.2804,382994.7046,387.8703613,190,207,290.6023465,197.6820818,-9,101,0.803280532
2146,161339.7695,387911.7916,312.4341736,190,207,290.6023465,197.6820818,-9,101,0.529358745
2147,159798.053,381551.8921,310.611084,64,77,137.9110689,110.1706551,33,74,0.690575719
2151,160265.2689,384662.7158,239.4514313,109,111,128.9965795,121.8170066,11,20,0.752047181
2155,161422.2948,382304.6375,1264,190,207,290.6023465,197.6820818,-9,101,0.804024994
2158,160595.6267,386804.5001,297.6000061,109,111,128.9965795,121.8170066,11,20,0.595675111
2165,162936.2733,381922.1181,393.6000061,190,207,290.6023465,197.6820818,-9,101,0.79561758
2168,158563.339,383898.6113,298.0943604,64,77,137.9110689,110.1706551,33,74,0.505123556
2171,160372.6753,385186.0352,295.3200073,109,111,128.9965795,121.8170066,11,20,0.757350683
2172,162147.6676,383091.3671,326.5540466,190,207,290.6023465,197.6820818,-9,101,0.744958937
2174,163351.9735,382051.5871,296,190,207,290.6023465,197.6820818,-9,101,0.752736032
2175,161461.498,387961.567,307.0713196,190,207,290.6023465,197.6820818,-9,101,0.520755053
2176,159547.984,385076.746,191.3393555,109,111,128.9965795,121.8170066,11,20,0.644170403
2178,161394.9607,382466.0733,946.6132202,190,207,290.6023465,197.6820818,-9,101,0.783791006
2179,161678.7813,385680.1825,264.3999939,190,207,290.6023465,197.6820818,-9,101,0.663742006
2188,163569.6914,382643.3823,346.1507263,190,207,290.6023465,197.6820818,-9,101,0.693962932
2190,160829.4228,381887.4195,442.9700623,64,77,137.9110689,110.1706551,33,74,0.702829182
2193,161548.8598,387316.08,287.1269531,109,111,128.9965795,121.8170066,11,20,0.594446838
2203,159509.2076,380921.8524,354.8800049,64,77,137.9110689,110.1706551,33,74,0.54554075
2205,160937.333,383938.2894,199.7442627,190,207,290.6023465,197.6820818,-9,101,0.744611204
2216,161831.2869,383013.3753,321.0660095,190,207,290.6023465,197.6820818,-9,101,0.655007005
2218,161950.5624,385860.8419,275.1000671,190,207,290.6023465,197.6820818,-9,101,0.641086638
2219,160180.6798,385673.6301,392.3599854,109,111,128.9965795,121.8170066,11,20,0.726315379
2221,158056.9943,380786.307,455.9978638,64,77,137.9110689,110.1706551,33,74,0.549650431
2223,160767.5861,386788.0473,270.2000122,109,111,128.9965795,121.8170066,11,20,0.579246104
2225,158312.2392,380855.9037,415.4161072,64,77,137.9110689,110.1706551,33,74,0.564060926
2228,160262.9562,383535.2577,316.1841431,64,77,137.9110689,110.1706551,33,74,0.752638102
2229,163242.7801,380839.4036,844.8608398,190,207,290.6023465,197.6820818,-9,101,0.585138857
2231,160153.934,384690.3584,249.5860443,109,111,128.9965795,121.8170066,11,20,0.718427062
2232,163453.8515,382236.4196,292.680481,190,207,290.6023465,197.6820818,-9,101,0.70804137
2234,159655.9519,380915.5605,276.4309998,64,77,137.9110689,110.1706551,33,74,0.549227178
2236,158102.8569,381530.9283,482.6954651,64,77,137.9110689,110.1706551,33,74,0.588397741
2239,158982.9344,383627.3827,282.5605774,64,77,137.9110689,110.1706551,33,74,0.588943005
2240,160398.8455,385480.9581,398.1499939,109,111,128.9965795,121.8170066,11,20,0.756578743
2244,158343.8241,381507.367,365.7855225,64,77,137.9110689,110.1706551,33,74,0.627753437
2246,160923.4327,386692.4562,246.7076263,109,111,128.9965795,121.8170066,11,20,0.563834429
2253,163421.924,381979.0212,318.2955933,190,207,290.6023465,197.6820818,-9,101,0.780890167
2254,162904.3235,387642.1009,319.5452576,190,207,290.6023465,197.6820818,-9,101,0.510199249
2259,163686.525,381687.238,543.1799927,190,207,290.6023465,197.6820818,-9,101,0.70482868
2265,161725.8342,385050.2711,286.0669556,190,207,290.6023465,197.6820818,-9,101,0.556205928
2266,163226.1037,383176.4259,280.6400146,190,207,290.6023465,197.6820818,-9,101,0.797605813
2267,159281.3167,381797.2691,297.6439209,0,0,0,0,0,0,0.543015957
2268,162804.0251,381613.5172,307.2999878,190,207,290.6023465,197.6820818,-9,101,0.858552992
2271,162089.3226,381063.5412,411.8388062,190,207,290.6023465,197.6820818,-9,101,0.606247187
2274,160007.3153,382006.9818,271.764801,64,77,137.9110689,110.1706551,33,74,0.666109383
2277,161563.2383,386229.7428,326.9599915,190,207,290.6023465,197.6820818,-9,101,0.544766903
2279,163357.5059,381711.0421,502.653595,190,207,290.6023465,197.6820818,-9,101,0.829801261
2281,162332.3612,382337.6056,556.3596191,190,207,290.6023465,197.6820818,-9,101,0.769214213
2282,161597.059,381978.5006,869.0671997,190,207,290.6023465,197.6820818,-9,101,0.802230239
2283,160210.8535,385942.0961,273.3169861,109,111,128.9965795,121.8170066,11,20,0.658548653
2284,161457.1654,386455.3035,406.3881531,190,207,290.6023465,197.6820818,-9,101,0.505106926
2289,159373.0828,380985.6724,312.7399902,64,77,137.9110689,110.1706551,33,74,0.571183681
2296,162547.1639,387525.3098,307.3334351,190,207,290.6023465,197.6820818,-9,101,0.636244297
2301,163563.9916,382788.453,315.2581482,190,207,290.6023465,197.6820818,-9,101,0.723375022
2310,161166.6267,385355.5174,283.0366211,109,111,128.9965795,121.8170066,11,20,0.612563193
2312,158928.0004,383267.7204,366.3999939,64,77,137.9110689,110.1706551,33,74,0.638765395
2314,160656.7466,385997.852,274.7714539,109,111,128.9965795,121.8170066,11,20,0.605190992
2316,161982.55,382142.79,351.9780579,190,207,290.6023465,197.6820818,-9,101,0.806373417
2317,159116.2673,385003.4293,707.3331909,109,111,128.9965795,121.8170066,11,20,0.60505867
2320,160543.3081,381092.4048,354.0813904,64,77,137.9110689,110.1706551,33,74,0.510471404
2324,160203.7722,387523.7961,349.3200073,190,207,290.6023465,197.6820818,-9,101,0.538509607
2325,163985.271,383521.8449,364.3299866,190,207,290.6023465,197.6820818,-9,101,0.580016792
2326,159941.3949,388001.773,321.6446838,190,207,290.6023465,197.6820818,-9,101,0.554030776
2328,158839.319,383519.2957,266.7080078,64,77,137.9110689,110.1706551,33,74,0.596821129
2329,163223.0828,381910.3948,416.1529846,190,207,290.6023465,197.6820818,-9,101,0.789629698
2330,160722.2936,381228.6146,344.8692932,190,207,290.6023465,197.6820818,-9,101,0.5737046
2331,158323.282,382956.0843,411.9483643,64,77,137.9110689,110.1706551,33,74,0.528038859
2339,159354.0273,384223.4387,302.5041199,64,77,137.9110689,110.1706551,33,74,0.669733405
2341,159829.4094,382651.0857,462.5815125,64,77,137.9110689,110.1706551,33,74,0.565921068
2343,156903.6153,383311.2113,425.6405334,64,77,137.9110689,110.1706551,33,74,0.509545267
2344,162837.7681,383590.4681,369.6000061,190,207,290.6023465,197.6820818,-9,101,0.809914172
2357,159725.4534,382652.5191,449.1406555,64,77,137.9110689,110.1706551,33,74,0.552414417
2359,161879.0374,382826.4873,271.480011,190,207,290.6023465,197.6820818,-9,101,0.679034531
2366,161276.0308,383586.8338,263.2857971,109,111,128.9965795,121.8170066,11,20,0.638583243
2368,159173.3637,383050.9993,284.1618347,64,77,137.9110689,110.1706551,33,74,0.57575345
2373,160405.1746,386246.6849,254.2352448,109,111,128.9965795,121.8170066,11,20,0.591966629
2375,162310.6226,382545.8288,444.4310913,190,207,290.6023465,197.6820818,-9,101,0.753538549
2378,158846.4928,381341.79,470.0531921,64,77,137.9110689,110.1706551,33,74,0.62765491
2381,161149.9261,383366.2236,544.5999756,109,111,128.9965795,121.8170066,11,20,0.667655945
2383,161656.4493,382490.4733,745.5275269,190,207,290.6023465,197.6820818,-9,101,0.767516434
